accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
KJ476299	""	""	Coenosia agromyzina voucher RMBR:116185 16S ribosomal RNA gene, partial sequence; mitochondrial.	Coenosia agromyzina	""	""	RMBR:116185	""	""	""	""
KJ476300	""	""	Coenosia obscuricula voucher RMBR:116186 16S ribosomal RNA gene, partial sequence; mitochondrial.	Coenosia obscuricula	""	""	RMBR:116186	""	""	""	""
KJ476301	""	""	Coenosia semifumosa voucher RMBR:116187 16S ribosomal RNA gene, partial sequence; mitochondrial.	Coenosia semifumosa	""	""	RMBR:116187	""	""	""	""
KJ476302	""	""	Cyrtoneuropsis veniseta voucher RMBR:116188 16S ribosomal RNA gene, partial sequence; mitochondrial.	Cyrtoneuropsis veniseta	""	""	RMBR:116188	""	""	""	""
KJ476303	""	""	Dichaetomyia bibax voucher RMBR:116192 16S ribosomal RNA gene, partial sequence; mitochondrial.	Dichaetomyia bibax	""	""	RMBR:116192	""	""	""	""
KJ476304	""	""	Dichaetomyia luteiventris voucher RMBR:116193 16S ribosomal RNA gene, partial sequence; mitochondrial.	Dichaetomyia luteiventris	""	""	RMBR:116193	""	""	""	""
KJ476305	""	""	Eginia ocypterata voucher RMBR:116194 16S ribosomal RNA gene, partial sequence; mitochondrial.	Eginia ocypterata	""	""	RMBR:116194	""	""	""	""
KJ476306	""	""	Gymnodia humilis voucher RMBR:116196 16S ribosomal RNA gene, partial sequence; mitochondrial.	Gymnodia humilis	""	""	RMBR:116196	""	""	""	""
KJ476307	""	""	Gymnodia marshalli voucher RMBR:116197 16S ribosomal RNA gene, partial sequence; mitochondrial.	Gymnodia marshalli	""	""	RMBR:116197	""	""	""	""
KJ476308	""	""	Helina cinerella voucher RMBR:116198 16S ribosomal RNA gene, partial sequence; mitochondrial.	Helina cinerella	""	""	RMBR:116198	""	""	""	""
KJ476309	""	""	Helina fratercula voucher RMBR:116199 16S ribosomal RNA gene, partial sequence; mitochondrial.	Helina fratercula	""	""	RMBR:116199	""	""	""	""
KJ476310	""	""	Heliographa ceylanica voucher RMBR:116201 16S ribosomal RNA gene, partial sequence; mitochondrial.	Heliographa ceylanica	""	""	RMBR:116201	""	""	""	""
KJ476311	""	""	Huckettomyia watanabei voucher RMBR:116202 16S ribosomal RNA gene, partial sequence; mitochondrial.	Huckettomyia watanabei	""	""	RMBR:116202	""	""	""	""
KJ476312	""	""	Hydrotaea albipuncta voucher RMBR:116203 16S ribosomal RNA gene, partial sequence; mitochondrial.	Hydrotaea albipuncta	""	""	RMBR:116203	""	""	""	""
KJ476313	""	""	Limnophora simulans voucher RMBR:116205 16S ribosomal RNA gene, partial sequence; mitochondrial.	Limnophora simulans	""	""	RMBR:116205	""	""	""	""
KJ476314	""	""	Lispe nana voucher RMBR:116206 16S ribosomal RNA gene, partial sequence; mitochondrial.	Lispe nana	""	""	RMBR:116206	""	""	""	""
KJ476315	""	""	Lispe nivalis voucher RMBR:116207 16S ribosomal RNA gene, partial sequence; mitochondrial.	Lispe nivalis	""	""	RMBR:116207	""	""	""	""
KJ476316	""	""	Lophosceles cinereiventris voucher RMBR:116208 16S ribosomal RNA gene, partial sequence; mitochondrial.	Lophosceles cinereiventris	""	""	RMBR:116208	""	""	""	""
KJ476317	""	""	Metopomyia atropunctipes voucher RMBR:116209 16S ribosomal RNA gene, partial sequence; mitochondrial.	Metopomyia atropunctipes	""	""	RMBR:116209	""	""	""	""
KJ476318	""	""	Musca confiscata voucher RMBR:116210 16S ribosomal RNA gene, partial sequence; mitochondrial.	Musca confiscata	""	""	RMBR:116210	""	""	""	""
KJ476319	""	""	Myospila lauta voucher RMBR:116211 16S ribosomal RNA gene, partial sequence; mitochondrial.	Myospila lauta	""	""	RMBR:116211	""	""	""	""
KJ476320	""	""	Neomuscina instabilis voucher RMBR:116213 16S ribosomal RNA gene, partial sequence; mitochondrial.	Neomuscina instabilis	""	""	RMBR:116213	""	""	""	""
KJ476321	""	""	Passeromyia indecora voucher RMBR:116214 16S ribosomal RNA gene, partial sequence; mitochondrial.	Passeromyia indecora	""	""	RMBR:116214	""	""	""	""
KJ476322	""	""	Phaonia alpicola voucher RMBR:116215 16S ribosomal RNA gene, partial sequence; mitochondrial.	Phaonia alpicola	""	""	RMBR:116215	""	""	""	""
KJ476323	""	""	Phaonia angelicae voucher RMBR:116216 16S ribosomal RNA gene, partial sequence; mitochondrial.	Phaonia angelicae	""	""	RMBR:116216	""	""	""	""
KJ476324	""	""	Phaonia gobertii voucher RMBR:116217 16S ribosomal RNA gene, partial sequence; mitochondrial.	Phaonia gobertii	""	""	RMBR:116217	""	""	""	""
KJ476325	""	""	Phaonia valida voucher RMBR:116218 16S ribosomal RNA gene, partial sequence; mitochondrial.	Phaonia valida	""	""	RMBR:116218	""	""	""	""
KJ476326	""	""	Polietina sp. SNK-2014 voucher RMBR:116219 16S ribosomal RNA gene, partial sequence; mitochondrial.	Polietina sp. SNK-2014	""	""	RMBR:116219	""	""	""	""
KJ476327	""	""	Pygophora nitidiventris voucher RMBR:116220 16S ribosomal RNA gene, partial sequence; mitochondrial.	Pygophora nitidiventris	""	""	RMBR:116220	""	""	""	""
KJ476328	""	""	Pygophora unicolor voucher RMBR:116221 16S ribosomal RNA gene, partial sequence; mitochondrial.	Pygophora unicolor	""	""	RMBR:116221	""	""	""	""
KJ476329	""	""	Villeneuvia aestuum voucher RMBR:102811 16S ribosomal RNA gene, partial sequence; mitochondrial.	Villeneuvia aestuum	""	""	RMBR:102811	""	""	""	""
KJ476330	""	""	Xenomyia stuckenbergi voucher RMBR:116222 16S ribosomal RNA gene, partial sequence; mitochondrial.	Xenomyia stuckenbergi	""	""	RMBR:116222	""	""	""	""
KJ476331	""	""	Achanthiptera rohrelliformis voucher RMBR:116177 28S ribosomal RNA gene, partial sequence.	Achanthiptera rohrelliformis	""	""	RMBR:116177	""	""	""	""
KJ476332	""	""	Atherigona theodori voucher RMBR:116179 28S ribosomal RNA gene, partial sequence.	Atherigona theodori	""	""	RMBR:116179	""	""	""	""
KJ476333	""	""	Atherigona varia voucher RMBR:116181 28S ribosomal RNA gene, partial sequence.	Atherigona varia	""	""	RMBR:116181	""	""	""	""
KJ476334	""	""	Cephalispa sp. SNK-2014 voucher RMBR:116183 28S ribosomal RNA gene, partial sequence.	Cephalispa sp. SNK-2014	""	""	RMBR:116183	""	""	""	""
KJ476335	""	""	Coenosia obscuricula voucher RMBR:116186 28S ribosomal RNA gene, partial sequence.	Coenosia obscuricula	""	""	RMBR:116186	""	""	""	""
KJ476336	""	""	Coenosia semifumosa voucher RMBR:116187 28S ribosomal RNA gene, partial sequence.	Coenosia semifumosa	""	""	RMBR:116187	""	""	""	""
KJ476337	""	""	Dichaetomyia bibax voucher RMBR:116192 28S ribosomal RNA gene, partial sequence.	Dichaetomyia bibax	""	""	RMBR:116192	""	""	""	""
KJ476338	""	""	Dichaetomyia luteiventris voucher RMBR:116193 28S ribosomal RNA gene, partial sequence.	Dichaetomyia luteiventris	""	""	RMBR:116193	""	""	""	""
KJ476339	""	""	Eginia ocypterata voucher RMBR:116194 28S ribosomal RNA gene, partial sequence.	Eginia ocypterata	""	""	RMBR:116194	""	""	""	""
KJ476340	""	""	Gymnodia humilis voucher RMBR:116196 28S ribosomal RNA gene, partial sequence.	Gymnodia humilis	""	""	RMBR:116196	""	""	""	""
KJ476341	""	""	Gymnodia marshalli voucher RMBR:116197 28S ribosomal RNA gene, partial sequence.	Gymnodia marshalli	""	""	RMBR:116197	""	""	""	""
KJ476342	""	""	Helina cinerella voucher RMBR:116198 28S ribosomal RNA gene, partial sequence.	Helina cinerella	""	""	RMBR:116198	""	""	""	""
KJ476343	""	""	Helina fratercula voucher RMBR:116199 28S ribosomal RNA gene, partial sequence.	Helina fratercula	""	""	RMBR:116199	""	""	""	""
KJ476344	""	""	Helina obtusipennis voucher RMBR:116200 28S ribosomal RNA gene, partial sequence.	Helina obtusipennis	""	""	RMBR:116200	""	""	""	""
KJ476345	""	""	Heliographa ceylanica voucher RMBR:116201 28S ribosomal RNA gene, partial sequence.	Heliographa ceylanica	""	""	RMBR:116201	""	""	""	""
KJ476346	""	""	Huckettomyia watanabei voucher RMBR:116202 28S ribosomal RNA gene, partial sequence.	Huckettomyia watanabei	""	""	RMBR:116202	""	""	""	""
KJ476347	""	""	Hydrotaea albipuncta voucher RMBR:116203 28S ribosomal RNA gene, partial sequence.	Hydrotaea albipuncta	""	""	RMBR:116203	""	""	""	""
KJ476348	""	""	Limnophora simulans voucher RMBR:116205 28S ribosomal RNA gene, partial sequence.	Limnophora simulans	""	""	RMBR:116205	""	""	""	""
KJ476349	""	""	Lispe nana voucher RMBR:116206 28S ribosomal RNA gene, partial sequence.	Lispe nana	""	""	RMBR:116206	""	""	""	""
KJ476350	""	""	Lispe nivalis voucher RMBR:116207 28S ribosomal RNA gene, partial sequence.	Lispe nivalis	""	""	RMBR:116207	""	""	""	""
KJ476351	""	""	Lophosceles cinereiventris voucher RMBR:116208 28S ribosomal RNA gene, partial sequence.	Lophosceles cinereiventris	""	""	RMBR:116208	""	""	""	""
KJ476352	""	""	Metopomyia atropunctipes voucher RMBR:116209 28S ribosomal RNA gene, partial sequence.	Metopomyia atropunctipes	""	""	RMBR:116209	""	""	""	""
KJ476353	""	""	Musca autumnalis voucher RMBR:102740 28S ribosomal RNA gene, partial sequence.	Musca autumnalis	""	""	RMBR:102740	""	""	""	""
KJ476354	""	""	Musca confiscata voucher RMBR:116210 28S ribosomal RNA gene, partial sequence.	Musca confiscata	""	""	RMBR:116210	""	""	""	""
KJ476355	""	""	Neodexiopsis sp. SNK-2014 voucher RMBR:116212 28S ribosomal RNA gene, partial sequence.	Neodexiopsis sp. SNK-2014	""	""	RMBR:116212	""	""	""	""
KJ476356	""	""	Neomuscina instabilis voucher RMBR:116213 28S ribosomal RNA gene, partial sequence.	Neomuscina instabilis	""	""	RMBR:116213	""	""	""	""
KJ476357	""	""	Passeromyia indecora voucher RMBR:116214 28S ribosomal RNA gene, partial sequence.	Passeromyia indecora	""	""	RMBR:116214	""	""	""	""
KJ476358	""	""	Phaonia alpicola voucher RMBR:116215 28S ribosomal RNA gene, partial sequence.	Phaonia alpicola	""	""	RMBR:116215	""	""	""	""
KJ476359	""	""	Phaonia gobertii voucher RMBR:116217 28S ribosomal RNA gene, partial sequence.	Phaonia gobertii	""	""	RMBR:116217	""	""	""	""
KJ476360	""	""	Phaonia subventa voucher RMBR:102781 28S ribosomal RNA gene, partial sequence.	Phaonia subventa	""	""	RMBR:102781	""	""	""	""
KJ476361	""	""	Phaonia valida voucher RMBR:116218 28S ribosomal RNA gene, partial sequence.	Phaonia valida	""	""	RMBR:116218	""	""	""	""
KJ476362	""	""	Polietina sp. SNK-2014 voucher RMBR:116219 28S ribosomal RNA gene, partial sequence.	Polietina sp. SNK-2014	""	""	RMBR:116219	""	""	""	""
KJ476363	""	""	Pygophora nitidiventris voucher RMBR:116220 28S ribosomal RNA gene, partial sequence.	Pygophora nitidiventris	""	""	RMBR:116220	""	""	""	""
KJ476364	""	""	Pygophora unicolor voucher RMBR:116221 28S ribosomal RNA gene, partial sequence.	Pygophora unicolor	""	""	RMBR:116221	""	""	""	""
KJ476365	""	""	Thricops aculeipes voucher RMBR:102805 28S ribosomal RNA gene, partial sequence.	Thricops aculeipes	""	""	RMBR:102805	""	""	""	""
KJ476366	""	""	Thricops genarum voucher RMBR:102809 28S ribosomal RNA gene, partial sequence.	Thricops genarum	""	""	RMBR:102809	""	""	""	""
KJ476367	""	""	Xenomyia stuckenbergi voucher RMBR:116222 28S ribosomal RNA gene, partial sequence.	Xenomyia stuckenbergi	""	""	RMBR:116222	""	""	""	""
KJ510542	""	""	Achanthiptera rohrelliformis voucher RMBR:116177 cytochrome b (cytb) gene, partial cds; mitochondrial.	Achanthiptera rohrelliformis	""	""	RMBR:116177	""	""	""	""
KJ510543	""	""	Atherigona seticauda voucher RMBR:116178 cytochrome b (cytb) gene, partial cds; mitochondrial.	Atherigona seticauda	""	""	RMBR:116178	""	""	""	""
KJ510544	""	""	Atherigona theodori voucher RMBR:116179 cytochrome b (cytb) gene, partial cds; mitochondrial.	Atherigona theodori	""	""	RMBR:116179	""	""	""	""
KJ510545	""	""	Cephalispa sp. SNK-2014 voucher RMBR:116183 cytochrome b (cytb) gene, partial cds; mitochondrial.	Cephalispa sp. SNK-2014	""	""	RMBR:116183	""	""	""	""
KJ510546	""	""	Coenosia obscuricula voucher RMBR:116186 cytochrome b (cytb) gene, partial cds; mitochondrial.	Coenosia obscuricula	""	""	RMBR:116186	""	""	""	""
KJ510547	""	""	Coenosia semifumosa voucher RMBR:116187 cytochrome b (cytb) gene, partial cds; mitochondrial.	Coenosia semifumosa	""	""	RMBR:116187	""	""	""	""
KJ510548	""	""	Cyrtoneuropsis veniseta voucher RMBR:116188 cytochrome b (cytb) gene, partial cds; mitochondrial.	Cyrtoneuropsis veniseta	""	""	RMBR:116188	""	""	""	""
KJ510549	""	""	Dichaetomyia bibax voucher RMBR:116192 cytochrome b (cytb) gene, partial cds; mitochondrial.	Dichaetomyia bibax	""	""	RMBR:116192	""	""	""	""
KJ510550	""	""	Dichaetomyia luteiventris voucher RMBR:116193 cytochrome b (cytb) gene, partial cds; mitochondrial.	Dichaetomyia luteiventris	""	""	RMBR:116193	""	""	""	""
KJ510551	""	""	Eginia ocypterata voucher RMBR:116194 cytochrome b (cytb) gene, partial cds; mitochondrial.	Eginia ocypterata	""	""	RMBR:116194	""	""	""	""
KJ510552	""	""	Gymnodia humilis voucher RMBR:116196 cytochrome b (cytb) gene, partial cds; mitochondrial.	Gymnodia humilis	""	""	RMBR:116196	""	""	""	""
KJ510553	""	""	Gymnodia marshalli voucher RMBR:116197 cytochrome b (cytb) gene, partial cds; mitochondrial.	Gymnodia marshalli	""	""	RMBR:116197	""	""	""	""
KJ510554	""	""	Helina cinerella voucher RMBR:116198 cytochrome b (cytb) gene, partial cds; mitochondrial.	Helina cinerella	""	""	RMBR:116198	""	""	""	""
KJ510555	""	""	Helina fratercula voucher RMBR:116199 cytochrome b (cytb) gene, partial cds; mitochondrial.	Helina fratercula	""	""	RMBR:116199	""	""	""	""
KJ510556	""	""	Heliographa ceylanica voucher RMBR:116201 cytochrome b (cytb) gene, partial cds; mitochondrial.	Heliographa ceylanica	""	""	RMBR:116201	""	""	""	""
KJ510557	""	""	Huckettomyia watanabei voucher RMBR:116202 cytochrome b (cytb) gene, partial cds; mitochondrial.	Huckettomyia watanabei	""	""	RMBR:116202	""	""	""	""
KJ510558	""	""	Hydrotaea albipuncta voucher RMBR:116203 cytochrome b (cytb) gene, partial cds; mitochondrial.	Hydrotaea albipuncta	""	""	RMBR:116203	""	""	""	""
KJ510559	""	""	Limnophora simulans voucher RMBR:116205 cytochrome b (cytb) gene, partial cds; mitochondrial.	Limnophora simulans	""	""	RMBR:116205	""	""	""	""
KJ510560	""	""	Lispe nana voucher RMBR:116206 cytochrome b (cytb) gene, partial cds; mitochondrial.	Lispe nana	""	""	RMBR:116206	""	""	""	""
KJ510561	""	""	Lispe nivalis voucher RMBR:116207 cytochrome b (cytb) gene, partial cds; mitochondrial.	Lispe nivalis	""	""	RMBR:116207	""	""	""	""
KJ510562	""	""	Lophosceles cinereiventris voucher RMBR:116208 cytochrome b (cytb) gene, partial cds; mitochondrial.	Lophosceles cinereiventris	""	""	RMBR:116208	""	""	""	""
KJ510563	""	""	Metopomyia atropunctipes voucher RMBR:116209 cytochrome b (cytb) gene, partial cds; mitochondrial.	Metopomyia atropunctipes	""	""	RMBR:116209	""	""	""	""
KJ510564	""	""	Musca confiscata voucher RMBR:116210 cytochrome b (cytb) gene, partial cds; mitochondrial.	Musca confiscata	""	""	RMBR:116210	""	""	""	""
KJ510565	""	""	Myospila lauta voucher RMBR:116211 cytochrome b (cytb) gene, partial cds; mitochondrial.	Myospila lauta	""	""	RMBR:116211	""	""	""	""
KJ510566	""	""	Neodexiopsis sp. SNK-2014 voucher RMBR:116212 cytochrome b (cytb) gene, partial cds; mitochondrial.	Neodexiopsis sp. SNK-2014	""	""	RMBR:116212	""	""	""	""
KJ510567	""	""	Neomuscina instabilis voucher RMBR:116213 cytochrome b (cytb) gene, partial cds; mitochondrial.	Neomuscina instabilis	""	""	RMBR:116213	""	""	""	""
KJ510568	""	""	Passeromyia indecora voucher RMBR:116214 cytochrome b (cytb) gene, partial cds; mitochondrial.	Passeromyia indecora	""	""	RMBR:116214	""	""	""	""
KJ510569	""	""	Phaonia alpicola voucher RMBR:116215 cytochrome b (cytb) gene, partial cds; mitochondrial.	Phaonia alpicola	""	""	RMBR:116215	""	""	""	""
KJ510570	""	""	Phaonia angelicae voucher RMBR:116216 cytochrome b (cytb) gene, partial cds; mitochondrial.	Phaonia angelicae	""	""	RMBR:116216	""	""	""	""
KJ510571	""	""	Phaonia gobertii voucher RMBR:116217 cytochrome b (cytb) gene, partial cds; mitochondrial.	Phaonia gobertii	""	""	RMBR:116217	""	""	""	""
KJ510572	""	""	Phaonia valida voucher RMBR:116218 cytochrome b (cytb) gene, partial cds; mitochondrial.	Phaonia valida	""	""	RMBR:116218	""	""	""	""
KJ510573	""	""	Polietina sp. SNK-2014 voucher RMBR:116219 cytochrome b (cytb) gene, partial cds; mitochondrial.	Polietina sp. SNK-2014	""	""	RMBR:116219	""	""	""	""
KJ510574	""	""	Pygophora unicolor voucher RMBR:116221 cytochrome b (cytb) gene, partial cds; mitochondrial.	Pygophora unicolor	""	""	RMBR:116221	""	""	""	""
KJ510575	""	""	Villeneuvia aestuum voucher RMBR:102811 cytochrome b (cytb) gene, partial cds; mitochondrial.	Villeneuvia aestuum	""	""	RMBR:102811	""	""	""	""
KJ510576	""	""	Xenomyia stuckenbergi voucher RMBR:116222 cytochrome b (cytb) gene, partial cds; mitochondrial.	Xenomyia stuckenbergi	""	""	RMBR:116222	""	""	""	""
KJ510577	""	""	Helina lasiophthalma voucher RMBR:102721 cadherin (CAD) gene, partial cds.	Helina lasiophthalma	""	""	RMBR:102721	""	""	""	""
KJ510578	""	""	Hydrotaea cyrtoneurina voucher RMBR:116204 cadherin (CAD) gene, partial cds.	Hydrotaea cyrtoneurina	""	""	RMBR:116204	""	""	""	""
KJ510579	""	""	Lophosceles cinereiventris voucher RMBR:116208 cadherin (CAD) gene, partial cds.	Lophosceles cinereiventris	""	""	RMBR:116208	""	""	""	""
KJ510580	""	""	Achanthiptera rohrelliformis voucher RMBR:116177 elongation factor 1 alpha (Ef1a) gene, partial cds.	Achanthiptera rohrelliformis	""	""	RMBR:116177	""	""	""	""
KJ510581	""	""	Atherigona seticauda voucher RMBR:116178 elongation factor 1 alpha (Ef1a) gene, partial cds.	Atherigona seticauda	""	""	RMBR:116178	""	""	""	""
KJ510582	""	""	Atherigona theodori voucher RMBR:116179 elongation factor 1 alpha (Ef1a) gene, partial cds.	Atherigona theodori	""	""	RMBR:116179	""	""	""	""
KJ510583	""	""	Atherigona varia voucher RMBR:116181 elongation factor 1 alpha (Ef1a) gene, partial cds.	Atherigona varia	""	""	RMBR:116181	""	""	""	""
KJ510584	""	""	Coenosia agromyzina voucher RMBR:116185 elongation factor 1 alpha (Ef1a) gene, partial cds.	Coenosia agromyzina	""	""	RMBR:116185	""	""	""	""
KJ510585	""	""	Coenosia obscuricula voucher RMBR:116186 elongation factor 1 alpha (Ef1a) gene, partial cds.	Coenosia obscuricula	""	""	RMBR:116186	""	""	""	""
KJ510586	""	""	Coenosia semifumosa voucher RMBR:116187 elongation factor 1 alpha (Ef1a) gene, partial cds.	Coenosia semifumosa	""	""	RMBR:116187	""	""	""	""
KJ510587	""	""	Cyrtoneuropsis veniseta voucher RMBR:116188 elongation factor 1 alpha (Ef1a) gene, partial cds.	Cyrtoneuropsis veniseta	""	""	RMBR:116188	""	""	""	""
KJ510588	""	""	Dichaetomyia bibax voucher RMBR:116192 elongation factor 1 alpha (Ef1a) gene, partial cds.	Dichaetomyia bibax	""	""	RMBR:116192	""	""	""	""
KJ510589	""	""	Eginia ocypterata voucher RMBR:116194 elongation factor 1 alpha (Ef1a) gene, partial cds.	Eginia ocypterata	""	""	RMBR:116194	""	""	""	""
KJ510590	""	""	Gymnodia humilis voucher RMBR:116196 elongation factor 1 alpha (Ef1a) gene, partial cds.	Gymnodia humilis	""	""	RMBR:116196	""	""	""	""
KJ510591	""	""	Gymnodia marshalli voucher RMBR:116197 elongation factor 1 alpha (Ef1a) gene, partial cds.	Gymnodia marshalli	""	""	RMBR:116197	""	""	""	""
KJ510592	""	""	Helina fratercula voucher RMBR:116199 elongation factor 1 alpha (Ef1a) gene, partial cds.	Helina fratercula	""	""	RMBR:116199	""	""	""	""
KJ510593	""	""	Huckettomyia watanabei voucher RMBR:116202 elongation factor 1 alpha (Ef1a) gene, partial cds.	Huckettomyia watanabei	""	""	RMBR:116202	""	""	""	""
KJ510594	""	""	Hydrotaea albipuncta voucher RMBR:116203 elongation factor 1 alpha (Ef1a) gene, partial cds.	Hydrotaea albipuncta	""	""	RMBR:116203	""	""	""	""
KJ510595	""	""	Lispe nana voucher RMBR:116206 elongation factor 1 alpha (Ef1a) gene, partial cds.	Lispe nana	""	""	RMBR:116206	""	""	""	""
KJ510596	""	""	Metopomyia atropunctipes voucher RMBR:116209 elongation factor 1 alpha (Ef1a) gene, partial cds.	Metopomyia atropunctipes	""	""	RMBR:116209	""	""	""	""
KJ510597	""	""	Musca confiscata voucher RMBR:116210 elongation factor 1 alpha (Ef1a) gene, partial cds.	Musca confiscata	""	""	RMBR:116210	""	""	""	""
KJ510598	""	""	Neomuscina instabilis voucher RMBR:116213 elongation factor 1 alpha (Ef1a) gene, partial cds.	Neomuscina instabilis	""	""	RMBR:116213	""	""	""	""
KJ510599	""	""	Passeromyia indecora voucher RMBR:116214 elongation factor 1 alpha (Ef1a) gene, partial cds.	Passeromyia indecora	""	""	RMBR:116214	""	""	""	""
KJ510600	""	""	Phaonia alpicola voucher RMBR:116215 elongation factor 1 alpha (Ef1a) gene, partial cds.	Phaonia alpicola	""	""	RMBR:116215	""	""	""	""
KJ510601	""	""	Phaonia angelicae voucher RMBR:116216 elongation factor 1 alpha (Ef1a) gene, partial cds.	Phaonia angelicae	""	""	RMBR:116216	""	""	""	""
KJ510602	""	""	Phaonia gobertii voucher RMBR:116217 elongation factor 1 alpha (Ef1a) gene, partial cds.	Phaonia gobertii	""	""	RMBR:116217	""	""	""	""
